Entity Registration Date,Entity Profile UEN,Entity Name,Primary Section Description
2020-07-28,202021866Z,RECO OTTER PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021872H,SYNAGISTICS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021873Z,WEALTH AND LEGACY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021878N,BD209 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021891D,UMAMI LABO PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021907H,ECO ECHO HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021909K,TEREBINTH OAK CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021915Z,OSJ TACHIKAWA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021923K,PHZ PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021925M,OSJ TACHIKAWA I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021928E,OK-ZUNE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021929R,OSJ TACHIKAWA II PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021939H,ORCHID WEALTH CREATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021941N,SUPERNOVA RESERVE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021944G,GAMOT API PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021945W,SUPERNOVA ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021949C,STORHUB YS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021956C,BECIS SYMBIOR JV PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021962K,TIMOJEN INVESTMENTS HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021964M,PARODACH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021965D,CHINA PHARMACY HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021971M,CHINA PHARMACY INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-28,202021978H,JEDEC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022021N,BLUE PEARL RESOURCES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022036C,ZHONG HUI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022038D,ROUNDLINKS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022043C,PROSPER WORLD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022045D,HENG SHENG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022056G,SAPELE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022078N,CARTA ASIA PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022086E,ORMAND WEALTH MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022090M,PANTALEON CAPITAL PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022095G,SKYE CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022098Z,GRAND FORTUNE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022102N,FLCT UK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022108Z,EDGE PLUS HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022118M,SCHNEIDER ELECTRIC JV HOLDINGS 2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022132M,MULTIMODAL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-29,202022143R,MYANMAR HOSPITALITY MANAGEMENT COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022156C,SINGAPORE DA TONG PUBLIC WELFARE FUND LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022163C,HAN YIP INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022165D,SING ACQUI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022166N,SUN CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022173N,INVESTCORP PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022176G,ECNAVLA 7 SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022177W,ALVANCE ALUMINIUM SERVICE ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022180N,JMOP SINGAPORE HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022182R,ACRE HINOKI PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022184W,PROLOGIUM INNOVATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022191W,INDIA FPI XI HOLDINGS SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022192H,HAPPY YYJ HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022196M,EALING INVESTMENTS HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022201W,INDIA FPI OPPORTUNITIES XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022215N,OCM ORIENT XI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022226W,LUZ BELLA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022234H,CALAMINT LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022236K,SEA FUND I INVESTMENT 3 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022241H,KRIYA CONSULTING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022249R,INTER HOLDING ASIA SG PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022250K,T HUBS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022253D,THANYAPURA DIGITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022255E,MAPLE TREE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022260D,NEWALUE INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022260D,NRL INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022261N,SEA FUND I INVESTMENT 6 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022262E,SEA FUND I INVESTMENT 5 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022264G,SEA FUND I INVESTMENT 4 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022278D,NESTEGGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022283C,BDA CAP SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022289G,PROJECT 56 INVESTMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-30,202022301M,SHRG ASIA PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-07-31,202022351R,THUSO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-01,202022368E,THE BLESSED FOLKS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-01,202022375E,G.S.S.D. PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-01,202022382E,OMERS CAPITAL MARKETS ASIA HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-01,202022395K,AESTHETIC WELLNESS CAPITAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-02,202022406C,GOACTIVE RISK SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022459W,MAGLEGION PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022476K,SAN LIM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022479D,CLEMENTINE INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022527M,SYNC MORTGAGE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022539G,DBS FINNOVATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022546G,SALAZAR CAPITAL INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022556Z,BRIDGE MINING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022563Z,JAMES FOREST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022565C,NORTH STAR FINANCIAL PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022572C,NU-PARVILEON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022574D,KNOWLEDGE FOREST PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022588Z,DELV INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022589K,GB REAL ESTATE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-03,202022605Z,BELUNGA INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022617N,SYSCO OFFSHORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022633R,FIVE LAKES ASSET MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022635W,SINGAPORE TITAN INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022636H,AMTD DIGITAL MEDIA SOLUTIONS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022642W,OYC CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022645K,ES CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022659G,MEE INSURANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022671E,KAIROS STRATEGIC VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022676Z,COTTOS FOOD INNOVATION PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022685C,OCEAN ROCK PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022728M,C-SHARK TANK S2 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022738E,GAIA CATTLE INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022740K,BUNGE INVESTMENT SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022744N,GREATER PRESTIGE (SINGAPORE) COMPANY PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022745E,ANYI INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022748W,HINTERLAND GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022750D,GLOBAL GATEWAY INVESTMENTS I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022755W,MEDIKLEAN TECHNOLOGIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022770H,TOUCHSTONE CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022780C,DQ INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022785R,SVF II BRIDGE SUBCO (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022788H,SVF II ZEAL SUBCO (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022801E,PASSION REAL ESTATE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022804W,WE ARE THE GOOD LIFE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-04,202022808C,FU QI HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022828G,KAYEM INTERNATIONAL PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022837H,ZUMURUD ORO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022842G,SECOND SHIFT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022846K,ANGELHOST IMP SAFE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022847C,PEARCES INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022852Z,ZSILVER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022868W,WESTMINSTER APAC PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022884Z,OCM ASSEMBLY INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022887M,OCM ROC INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022889N,SCOTGOLD INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022916G,FAIR FRIEND INTERNATIONAL HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022940Z,YOKE INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022943M,APPMAN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022948G,HANAZONO JOINT VENTURE COMPANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022953E,SCCPRE HOSPITALITY REIT MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022961R,SCCPRE HOSPITALITY BUSINESS TRUST MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-05,202022980K,NC ENTERPRISES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023026E,NEXCORP REAL ESTATE INVESTMENT MANAGER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023030M,LIBERTY STEEL FRANCE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023031D,VERA HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023036W,RNGB HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023049D,SKYSCAPE INVESTMENT HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023059R,KING TOWER ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023064N,NANYANG FAMILY FUND PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023082W,WHITESTREAM CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023087M,COCONUT INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023101Z,IMPACT FOOD PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023112D,OOWAY INTERNATIONAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023127K,INHERITANCE ENTERPRISES (MANAGEMENT) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023139E,JADE GROVE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-06,202023141K,SUPERTANK S1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023177N,VISTA SHIPPING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023186R,OCM ASIA PRIVATE I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023187G,OCM ASIA CREDIT I PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023193R,LVLV PORTFOLIO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023210R,SURYA NUSANTARA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023219N,RAINMAKING TRANSPORT VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023224M,CHORON HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023237W,TJT BRANKSOME PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023244W,ATWT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023275G,JUP SINGAPORE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023276W,EXILA ADJUSTERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023278Z,ASTA-ASIA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023284H,TLM VENTURE 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023288M,SOULS HUMANITY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023293K,CLUB ST VENTURE 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023299R,SAROYAN INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023300W,ARA TREASURY 1 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023302Z,L&K INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023308E,SAROYAN FOREVER PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023311C,CP SHEPPARD PTE. LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023315E,BOUNDARY HEIGHTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023333H,EXFORT ESTATE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023359Z,ADANSONIA HOLDINGS (SINGAPORE) PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-07,202023364W,SUN WING ON PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-08,202023383M,SEAWIG HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-08,202023395G,PROVISUS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-08,202023423K,O ALLIANCE PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-08,202023431C,KLOECKER ENTERPRISES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-08,202023452W,CARNABY CONSULTING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-09,202023465D,UNO DIGITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-09,202023483G,FAST MORTGAGE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-09,202023484W,AMBERLEY PROPERTY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-09,202023486Z,MDC INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-10,202023521D,PEER-SOL (RE)SOLUTIONS (PTE. LIMITED),FINANCIAL AND INSURANCE ACTIVITIES
2020-08-10,202023531R,3 M PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023559H,PIETER INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023565W,RAIJA MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023568K,RAIJA INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023569C,EAST PILLAR INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023570R,INDEA CAPITAL PARTNERS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023575K,MOTIVOIR PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023597W,REEPAY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023601M,GUIYANG SHUANGLONG DEVELOPMENT HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023604E,LANDMARK DUNDEE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023605R,UKKO PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023616Z,AVANTIER EDUCATION TECHNOLOGIES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023656K,SC FINANCIAL SERVICES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023660W,SOPHIA FAMILY OFFICE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023670K,SUPRAMA GLOBAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023675E,DH FINANCIAL SERVICES (SINGAPORE) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023680D,STANPLUS HYDERABAD ANGELS SPV PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023682E,WEIMA CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023684G,CONSTANT ENERGY VIETNAM PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023685W,CAMDEN PROPERTY INVESTMENT PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023697M,GUIYANG SHUANGLONG DEVELOPMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023704Z,CAPITAL-Z PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-11,202023706C,SC GLOBAL FORTUNE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023729Z,PICASSO INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023753M,MAVIS SOLAR FARM SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023759W,BAUM WEALTH INC. PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023760M,SINLION ENERGY INTERNATIONAL INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023762N,SPECIAL SITUATIONS II ERNIE SINGAPORE PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023774H,SINMAH CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023778M,CCKYL HOLDINGS PRIVATE LIMITED,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023785M,LHN SB PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023805E,EUREKA MOMENT CONSULTING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023824Z,SALIENTSTREAM CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023832K,ST VENTURE HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023849Z,UNITED SUPPLY CHAIN PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023855H,T2 INVESTMENTS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-12,202023870Z,LUCKY BROS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023919R,ANS CAPITAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023924N,CW INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023929H,AARTEE DISTRIBUTION HOLDINGS PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023936H,BLUE HORIZON INDUSTRIAL PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023938K,WONDER RONGFU CAPITAL MANAGEMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023940R,TWINSEL INTERNATIONAL HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023966G,THOME GERMANY PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023973G,ASG HOLDCO GAMMA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023974W,TANPOINT (US) PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023976Z,ASG HOLDCO DELTA PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023978C,MEGAHERTZ INVESTMENT PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023986M,SINGAPORE DATA & CLOUD SERVICE HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202023992C,T2J VENTURES PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024004N,MAGCORP HOLDING PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024033C,EM369 PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024035D,THE TERNTZER GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024050N,LETSDUTCH PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
2020-08-13,202024062H,MR BEAN GROUP PTE. LTD.,FINANCIAL AND INSURANCE ACTIVITIES
